ResponseId,Pet,Age,Female,pain1,frequ,pain2,love1,love2,love3,attention,paindrop,loveAVG,filter
R_31SI2dzrCs2Rupw,1,28,1,6,1,3,4,4,4,2,3,4,1
R_31uVHlPGhER5ueo,1,40,0,3,4,3,5,6,3,2,0,4.666666667,0
R_31XdpLg9BtPIzLj,1,32,0,3,5,3,6,7,7,2,0,6.666666667,1
R_31yHIvJq19cyDb4,0,34,0,4,2,5,5,6,7,2,-1,6,1
R_31yMIkZY4xAaMmK,0,36,0,3,4,3,6,7,4,2,0,5.666666667,0
R_31ZN1kvQmlF4Ipt,1,41,0,5,4,3,7,7,6,2,2,6.666666667,1
R_32IOEPTQ3bfiQtO,0,30,0,5,5,6,5,7,6,2,-1,6,0
R_331hgyG8xmZ41p1,1,40,1,4,4,3,6,5,6,2,1,5.666666667,0
R_33EwEzTMh4gOHrM,1,35,0,5,1,5,5,4,6,2,0,5,1
R_39iN2LEmwlnP24V,1,56,0,1,5,1,7,6,6,2,0,6.333333333,0
R_3CBi1sHR28Q6dEu,0,35,0,5,4,4,4,5,5,2,1,4.666666667,0
R_3CC7SlrbCJlqWZg,1,44,1,5,5,1,7,7,7,2,4,7,1
R_3CEmDBop4gsvvqz,0,46,1,5,5,4,5,4,6,2,1,5,1
R_3CJzFCQIHkyDap6,0,42,0,2,5,1,7,1,6,2,1,4.666666667,1
R_3D2q6PQIvjmaI0I,1,31,0,6,5,6,7,7,7,2,0,7,1
R_3D2yXCPmVLQdM5S,0,31,1,2,4,2,5,6,6,2,0,5.666666667,1
R_3D7a76XhE1nkMST,0,63,1,5,5,1,7,5,7,2,4,6.333333333,1
R_3dHbwnIf3XzegpA,0,55,0,4,5,2,7,7,7,2,2,7,0
R_3dTgHMKUUwlEcDu,1,38,0,6,5,3,7,7,7,2,3,7,1
R_3EcJKexjFGh6tjf,1,30,2,4,2,2,6,6,5,2,2,5.666666667,1
R_3ejYt4jvOZnHJjH,0,48,0,6,5,2,7,7,7,2,4,7,1
R_3eM0DvqW4pi8kql,0,61,0,6,4,1,7,5,7,2,5,6.333333333,1
R_3EmsD0lrypi4SRx,1,39,0,5,4,2,5,5,4,2,3,4.666666667,1
R_3EQehSVeCFehXei,0,23,1,5,5,1,7,5,7,2,4,6.333333333,1
R_3Ezq7zNk6x8RIow,1,39,0,1,4,1,5,6,7,2,0,6,0
R_3fDCcxrlkigXYWx,1,25,0,6,5,6,7,7,7,7,0,7,0
R_3FKh5m08M2CrpQg,1,26,0,3,5,3,4,5,4,2,0,4.333333333,0
R_3flTJT3cB9LFWf2,0,55,1,4,4,3,7,5,7,2,1,6.333333333,1
R_3FR9ixzc5095JEv,0,33,0,4,4,2,5,2,6,2,2,4.333333333,1
R_3G87mrwIsAhZ7oH,0,36,1,6,5,1,7,7,6,2,5,6.666666667,1
R_3gSB3jHHWa4kbG7,0,40,0,5,5,1,7,5,6,2,4,6,1
R_3h5CHUzl8kT7aRC,0,35,1,5,3,1,7,7,5,2,4,6.333333333,1
R_3h5corPNbrYKF3W,0,20,0,3,5,1,7,6,6,2,2,6.333333333,1
R_3ha6Oaw149UaJ7s,1,25,0,3,3,4,3,4,4,5,-1,3.666666667,0
R_3hFx9DJzdZnuCPB,1,25,0,4,3,1,5,4,5,2,3,4.666666667,1
R_3hG9uc2wSO7eqrO,1,40,0,5,3,3,4,4,4,2,2,4,1
R_3HHrmLVEzbRDQRt,1,30,0,2,5,1,5,7,4,2,1,5.333333333,0
R_3hhUjyu5JURwGyT,0,,,4,5,1,6,4,3,5,3,4.333333333,0
R_3HL1qjEYaHxR2oh,1,32,0,6,5,5,7,6,7,2,1,6.666666667,0
R_3HpNsbCkMsC6HdZ,0,32,0,5,4,4,5,4,5,2,1,4.666666667,1
R_3hucyRhUBoJAeIN,0,41,0,6,4,4,7,7,7,2,2,7,1
R_3HYXsIOh7FuRb6G,1,29,0,2,4,2,4,5,6,5,0,5,0
R_3I0sNs1cbAH6QZU,0,32,1,6,5,1,7,7,7,2,5,7,1
R_3IaBNeiWBSEtqCI,1,60,1,4,4,4,7,6,7,2,0,6.666666667,1
R_3iDXckObZs8ksUQ,1,31,1,6,5,1,7,7,7,2,5,7,1
R_3iOSTDUdpkjsCM8,1,27,0,4,4,3,4,6,6,2,1,5.333333333,1
R_3IShBvuVGT8yqIM,0,22,0,6,4,1,7,4,5,2,5,5.333333333,1
R_3ISj3WTQAOShxIs,1,27,0,5,2,1,4,4,4,2,4,4,1
R_3IVGXFpU5KiASQy,1,30,0,6,5,1,3,7,3,2,5,4.333333333,0
R_3IWW9tMTmATmFOy,1,45,1,6,5,3,7,6,7,2,3,6.666666667,1
R_3j1KI8amgy5JNvj,1,48,1,5,5,5,6,7,5,2,0,6,1
R_3j6uQptVT14nQQ2,1,39,0,6,5,1,7,7,7,2,5,7,1
R_3j6YWwGlXlaBSfS,1,22,1,6,3,1,7,7,7,2,5,7,1
R_3J8K6ccQpyKWgS0,1,56,0,6,4,1,7,7,7,2,5,7,1
R_3JaDz1MgmDnplbu,1,35,0,4,4,4,4,5,5,2,0,4.666666667,0
R_3jdDTDdIgOfeDO1,0,40,1,5,5,5,7,7,7,2,0,7,1
R_3Je146y5R95Aqff,0,37,0,5,5,1,7,6,7,2,4,6.666666667,1
R_3je1nwHTB2o3lQ4,1,36,1,1,5,2,7,6,6,2,-1,6.333333333,1
R_3jZ4Aq43zogRQmc,1,31,0,5,5,5,7,7,7,2,0,7,1
R_3k1zU4RRJU9rhRJ,1,35,0,5,4,5,6,6,6,6,0,6,0
R_3k5hFmvzqoKhbVr,0,66,0,6,4,4,7,6,6,2,2,6.333333333,1
R_3kAhZptNf2E7JFM,0,33,0,3,5,1,7,7,7,2,2,7,1
R_3KBMip2TDiwnw3Z,0,47,0,6,4,1,7,5,7,2,5,6.333333333,1
R_3kgCwvZkYCAFrx4,1,46,1,6,3,3,4,4,4,2,3,4,1
R_3KIbm9oevIaeR8V,1,65,0,5,5,1,7,7,7,2,4,7,1
R_3KIKjmqigX4DXux,1,30,0,6,3,1,7,7,7,2,5,7,1
R_3KMI6owCNBRJvSa,0,30,1,2,4,2,7,5,6,2,0,6,1
R_3kq8sJAimVtd2p2,0,33,1,6,1,6,7,7,7,2,0,7,1
R_3kt7PPqyozVwiJ6,1,28,1,6,5,3,7,7,7,2,3,7,1
R_3kwh86diADGV1tN,0,77,1,6,1,6,7,7,7,2,0,7,1
R_3Kxumpvlymx1ZLG,1,28,0,2,5,2,7,7,7,2,0,7,1
R_3L5eFHnu3sGpBSF,1,29,1,2,5,2,3,6,5,2,0,4.666666667,0
R_3LcpLmFHghUjyof,1,29,1,2,4,2,7,7,7,2,0,7,1
R_3LdsIru3B5qOWAp,0,70,0,3,5,1,7,6,7,2,2,6.666666667,1
R_3lJmr3tS0jk6BQK,0,29,0,5,4,5,6,7,6,7,0,6.333333333,0
R_3Lk9RUPWsCp3PEw,0,28,1,5,5,5,5,7,6,2,0,6,1
R_3lWG53lfaszyUuJ,0,47,1,4,5,1,7,6,6,2,3,6.333333333,1
R_3lxZkZdF0uM1MSa,1,30,0,4,4,4,5,6,5,2,0,5.333333333,0
R_3LZwcRamk0IaeQJ,0,52,1,4,2,4,6,6,7,2,0,6.333333333,1
R_3lzwYg8sI0wawdr,0,30,0,3,2,4,3,5,3,2,-1,3.666666667,0
R_3M0DDO5Ot8J5fgD,1,58,0,5,5,1,7,7,7,2,4,7,1
R_3M4qE653oXWYNWw,1,30,0,1,5,1,7,7,7,2,0,7,1
R_3m8X5NWfd1PGorb,1,26,0,6,4,4,7,7,7,2,2,7,1
R_3m9kIvDTZtFfyGu,0,40,1,6,5,4,6,6,6,2,2,6,1
R_3ml4wZG98eEt8xf,0,75,1,6,4,2,7,5,6,2,4,6,1
R_3MLFzr1Yb2QtaP2,0,66,1,6,5,1,6,6,4,2,5,5.333333333,1
R_3MLvkgxsE2BgyhT,1,48,1,4,4,4,4,5,6,5,0,5,0
R_3MMA4XSAAJgCEMd,1,31,0,4,4,1,7,7,7,2,3,7,1
R_3nc96dThv9k6ssC,1,31,1,6,5,4,3,6,5,2,2,4.666666667,1
R_3NDNk12IbyghUzY,1,63,0,5,5,5,7,7,7,2,0,7,1
R_3nim4j6ttmK9QvU,0,31,1,6,3,1,4,5,4,2,5,4.333333333,1
R_3NJl1F1nBIQ0y7u,0,38,1,6,5,4,6,7,5,2,2,6,0
R_3NLqACIyPvJKfrk,0,29,0,5,4,5,7,6,6,2,0,6.333333333,0
R_3NPAi8FjBLDM3Fe,1,28,1,5,4,5,6,7,6,2,0,6.333333333,0
R_3NPM0IDmy1JGlrP,1,43,0,3,1,3,6,6,7,2,0,6.333333333,1
R_3O1WDWAJMwBgDBf,1,46,1,5,5,3,7,7,7,2,2,7,1
R_3O7gBSjcYXGqV1k,0,33,0,4,5,4,7,7,7,2,0,7,1
R_3oHoriTXEoVoKw8,1,48,1,5,5,1,7,7,7,2,4,7,1
R_3OjlMnxUeOFRr6P,1,35,0,6,2,5,4,4,4,2,1,4,1
R_3OoEyhFJRIyfx0G,0,30,0,4,4,1,6,6,6,2,3,6,1
R_3oTo1e68eFzllT0,0,21,0,3,2,2,2,5,5,2,1,4,1
R_3oYYCC1i8MUFtnm,1,35,1,5,5,1,7,7,7,2,4,7,1
R_3pamexzzT58AbDp,0,38,0,2,5,1,7,5,6,2,1,6,1
R_3PAXBZA1GnhTbmG,0,26,1,6,4,5,7,6,7,2,1,6.666666667,1
R_3PC5emTURFhfJtb,0,32,0,5,5,5,7,7,7,2,0,7,1
R_3pfq1p9g0jnB4jS,0,61,1,6,4,6,7,7,7,2,0,7,1
R_3PTUDHBAtPkA6Io,0,34,0,3,5,2,6,3,4,2,1,4.333333333,1
R_3PzT33R4qNwBftk,0,48,0,5,5,5,7,6,6,2,0,6.333333333,1
R_3qCKZWxZKVkgmZa,1,30,0,6,5,1,6,5,5,2,5,5.333333333,0
R_3qglPCEVIUt3RQj,1,33,0,6,5,1,7,7,7,2,5,7,1
R_3qIFo1CDkTRaz3b,0,43,0,4,5,1,7,4,5,2,3,5.333333333,1
R_3qkDjWKTIvYOtMC,1,49,0,4,3,3,3,3,2,2,1,2.666666667,1
R_3qmlsK2cjBzBZkm,1,26,0,6,5,3,7,7,7,2,3,7,1
R_3qOHtGWVl4A8laP,1,32,0,5,4,5,5,5,6,6,0,5.333333333,0
R_3qrJzrtvrNNuyVg,0,61,1,6,4,1,6,6,4,2,5,5.333333333,1
R_3qsMkPufi2K80rE,0,32,1,6,5,2,7,7,7,2,4,7,1
R_3qsrKD4gxTB12D0,0,37,1,4,4,4,5,3,6,2,0,4.666666667,0
R_3R3F3t0yrkFFjWG,1,42,1,6,5,1,7,7,7,2,5,7,1
R_3rMRr1bSGT4Z455,1,33,0,2,3,1,4,7,4,2,1,5,1
R_3rP0wVR4P7Eglwu,1,55,0,4,5,2,7,7,7,2,2,7,1
R_3RrtzFVe8XLRBTP,0,21,1,5,5,4,3,1,1,2,1,1.666666667,1
R_3rTJfTev6PlbeXW,0,51,1,6,4,2,7,3,7,2,4,5.666666667,1
R_3rV5XF0T4Gso4Qp,1,26,1,5,5,4,7,7,7,2,1,7,1
R_3RyDM64Yxw5nMYj,1,25,0,4,4,4,5,6,7,2,0,6,0
R_3s7BEBsLGDejdw8,1,78,1,5,4,3,7,7,7,2,2,7,1
R_3s7yJBG5eC614dH,1,35,1,5,5,2,7,7,7,2,3,7,1
R_3smEavpIQ1TBhvA,0,33,0,4,4,1,3,2,3,2,3,2.666666667,1
R_3V0va302wrZ4tfb,0,34,0,4,5,6,5,3,4,6,-2,4,0
R_42xGMtDmgX18lb3,0,35,0,1,2,2,7,6,7,2,-1,6.666666667,1
R_4IbtB4BYC82vzKp,0,35,0,6,3,2,7,5,6,2,4,6,1
R_56FGLy32DLFZnmV,0,58,1,4,4,3,6,5,4,2,1,5,1
R_5mtXkyAC0aR5w8p,1,55,0,3,3,2,5,7,6,2,1,6,1
R_6lFNVojWolOG253,0,32,1,5,5,2,4,5,6,2,3,5,0
R_6rsXFnLlqj0kGfD,0,30,0,6,5,2,5,3,4,2,4,4,1
R_77cAG2FBU2Ms7AZ,1,68,1,4,4,1,7,7,6,2,3,6.666666667,1
R_8vQ5jD3TBbd6apX,1,29,0,5,4,2,5,6,4,2,3,5,1
R_9REhqmggOgBzGBr,1,30,0,4,5,3,7,7,7,2,1,7,1
R_9yscYLeteP9fNAZ,0,62,0,4,4,2,4,5,4,2,2,4.333333333,0
R_a4M3H8o61uwjO7f,1,28,0,2,5,1,7,7,7,2,1,7,1
R_a4z3CphhxFTQ4AV,1,36,1,4,5,1,7,7,7,2,3,7,1
R_A7GDKqAm77C1oAx,0,47,1,6,3,3,7,7,7,2,3,7,1
R_a969CnR3xu0966J,1,44,1,5,4,2,7,7,7,2,3,7,1
R_a9js7zg3GYdSG4N,1,63,1,6,5,1,7,7,5,2,5,6.333333333,1
R_AAkJtuYXb4ABth7,0,54,1,5,4,3,5,4,3,2,2,4,0
R_af5HP8USE2p0wM1,0,29,0,6,5,2,7,7,7,2,4,7,1
R_AoJyXTMkzaqfY7D,0,29,0,6,5,6,7,6,5,6,0,6,0
R_AujayGfY0KTSJ7b,1,24,1,5,5,1,7,7,7,2,4,7,1
R_b3LcWXgsshd8tvb,0,25,0,6,5,6,7,5,7,2,0,6.333333333,1
R_bCwYlbut7oPhldf,1,47,0,4,5,1,7,7,6,2,3,6.666666667,1
R_BFd66RmuNlCeE5b,1,30,0,6,5,2,7,7,7,2,4,7,0
R_bHoBO8ZlIAgUvrH,0,39,1,6,5,1,7,7,7,2,5,7,1
R_bNG4er7aCuAh3kl,1,29,0,5,4,1,6,7,6,2,4,6.333333333,1
R_bPCfLYDiss0NtoR,0,36,0,5,5,1,6,4,3,2,4,4.333333333,1
R_BPymcwC04DOAEff,0,40,0,3,5,1,7,5,6,2,2,6,0
R_bqR0in0K5IwU9Gx,0,38,1,5,4,4,7,6,5,2,1,6,1
R_BrDV8lmWHLslSnf,0,54,0,5,4,3,7,7,7,2,2,7,1
R_bwGDwgoyaPnzLWN,0,33,1,4,4,2,6,5,6,2,2,5.666666667,1
R_BY4NcFCgHVTdC0N,0,32,1,4,4,1,7,5,6,2,3,6,1
R_BYtpdJXUka7dm9z,1,32,0,3,2,3,3,5,3,2,0,3.666666667,0
R_C7kh1FIM502n6I9,1,33,1,5,4,2,6,7,7,2,3,6.666666667,1
R_cCvVmPOoHt6xZsZ,0,33,0,6,5,1,7,7,7,2,5,7,1
R_Celji8JZr1akpNf,1,27,1,6,5,1,7,7,7,2,5,7,1
R_cuKahOCexibxHJT,1,32,0,5,4,5,5,5,6,6,0,5.333333333,0
R_CZZwf2UqkLIAOVr,1,32,0,5,4,5,7,7,7,2,0,7,1
R_D0jhYV6I0HacW2J,0,28,0,2,5,1,7,7,6,2,1,6.666666667,1
R_D8B9BfmxE5oXBKN,1,49,1,5,5,1,7,7,7,2,4,7,1
R_DAc8CXzpJx0jpkJ,1,33,0,4,5,2,6,5,7,2,2,6,0
R_DBMFpaQcgoyx8lz,0,59,1,4,5,1,7,7,7,2,3,7,1
R_DC4fsoViqoIuqIh,0,35,1,6,5,6,7,7,7,2,0,7,0
R_dcKxjzx60INHH6p,1,45,0,1,2,1,5,5,3,2,0,4.333333333,0
R_DFXXM9dqXT8HTiN,1,35,1,6,5,4,6,7,6,2,2,6.333333333,1
R_DH7AWvlE7d92ajf,1,57,0,4,5,3,7,7,6,2,1,6.666666667,1
R_DOCShP92qCAKomJ,1,34,0,5,4,4,5,4,5,2,1,4.666666667,1
R_Doz0bIyt9ba3QUF,0,43,0,6,2,3,5,4,2,2,3,3.666666667,1
R_DTYXtegg6fzQBjj,1,35,0,5,4,6,7,7,7,2,-1,7,0
R_DwTCMdIfoOB6T0R,0,38,0,5,4,3,5,2,5,2,2,4,1
R_DzV2pQ8oav8H6LL,0,41,0,5,4,4,5,4,6,2,1,5,0
R_eINJAQ6c1P0hcNb,0,51,1,6,5,2,7,5,6,2,4,6,1
R_eqSRi4BfQKRXkRj,0,36,0,4,3,1,5,6,5,2,3,5.333333333,1
R_eyT4VkPkivM7Beh,0,46,0,5,5,1,3,4,5,2,4,4,1
R_ezLeZEQZmcri7bb,1,30,0,6,5,1,7,5,7,2,5,6.333333333,0
R_O2bmFod55SH2deV,0,56,0,1,5,3,7,6,7,2,-2,6.666666667,0
R_O7noP6jqFNRBN5L,0,45,0,3,1,4,5,7,7,2,-1,6.333333333,1
R_ODobkLwy4k8LXZT,0,35,0,3,4,3,6,5,4,2,0,5,0
R_OHfUNqdo1nK2QyR,0,58,1,6,5,1,7,7,7,2,5,7,1
R_OkDLkEWxKk43iqR,1,28,0,6,4,5,6,6,5,2,1,5.666666667,1
R_OppYpzYkRHwfpYt,0,21,0,4,4,2,2,1,3,2,2,2,0
R_OvdEndPHbY4Zp3X,1,27,1,4,5,1,6,6,6,2,3,6,1
R_PA7FRvyVVwc66VX,1,30,0,4,4,4,5,6,6,5,0,5.666666667,0
R_pbe7ZTz6yszr78d,0,21,0,3,5,2,6,6,6,2,1,6,1
R_PBzrkxcGLt1z11n,1,25,0,2,2,1,6,5,5,2,1,5.333333333,1
R_pFssNPayIyV99lL,0,50,1,5,3,3,6,5,5,2,2,5.333333333,1
R_pGn0pOC0kj6IcQ9,0,45,1,6,5,4,7,7,6,2,2,6.666666667,1
R_PHDgsrjpKIMuc6Z,0,47,0,5,1,3,6,6,6,2,2,6,1
R_plvFo6LdIohWwpz,1,66,1,6,5,1,7,7,7,2,5,7,1
R_PSgoIanNrDklvZT,0,26,0,6,1,4,2,2,3,2,2,2.333333333,1
R_pu52fm9w7BXa8QV,1,35,1,5,3,1,6,6,6,2,4,6,1
R_pz0Mx1HRUVG7fa1,1,51,0,3,5,2,7,7,6,2,1,6.666666667,1
R_Q5tBOlScJIREKwF,0,33,0,5,5,2,6,5,6,2,3,5.666666667,1
R_QahhxcgYxI8aRnr,0,29,0,6,4,1,5,6,5,6,5,5.333333333,0
R_qEDHdlgHnIOF0Zj,1,27,1,6,5,6,5,6,6,2,0,5.666666667,1
R_qEmBCIUn8m1PQ1H,1,33,1,3,4,3,4,5,6,2,0,5,0
R_Qm4lkjHyIvFA5Al,1,32,0,3,3,1,5,7,5,2,2,5.666666667,0
R_qQKEuBYg3Ah30xX,0,43,0,6,5,1,7,7,7,2,5,7,0
R_qUyZ4MTj35XgMbT,0,38,0,5,4,1,7,7,7,2,4,7,1
R_r6mbgcrIdH7wEDf,0,29,1,6,4,4,7,7,7,2,2,7,1
R_rcAThDHPaUJU55n,1,38,0,5,5,1,7,7,7,2,4,7,1
R_RCRolXnOyMbpnUt,0,53,0,5,4,4,7,7,7,2,1,7,1
R_rfMkLxl5Pu4mp8d,0,25,0,5,5,5,3,6,5,2,0,4.666666667,1
R_rfplCYxDAm4UMTv,0,25,0,2,5,1,4,5,5,2,1,4.666666667,1
R_Rrl86STugHVwYGB,1,35,0,4,4,4,6,4,5,2,0,5,1
R_s8awFLrGcX2XGZr,1,60,1,4,5,5,7,7,6,2,-1,6.666666667,1
R_sA3KfogcanGJqxP,0,40,0,1,5,1,7,7,6,2,0,6.666666667,1
R_SIdaFyZsfUFJk0V,1,26,0,4,3,1,7,7,7,2,3,7,1
R_ssPWsRac5EczwBj,0,38,1,6,5,1,7,7,7,2,5,7,1
R_sTHe5TxZLEBgQaB,0,40,1,6,5,2,7,5,6,2,4,6,1
R_swblyRAHfBFpNOF,0,38,0,5,4,2,7,6,5,2,3,6,1
R_t0zH0aYSKbZF2Eh,1,26,0,6,4,5,5,4,5,2,1,4.666666667,1
R_TbFYMtMGnfKyy53,0,30,1,1,5,1,5,6,6,2,0,5.666666667,1
R_tG0bTutRmdvVK0N,0,44,0,3,4,3,7,6,7,2,0,6.666666667,1
R_tKhtOxydGaQex5D,0,27,0,5,4,2,5,6,5,2,3,5.333333333,0
R_Tt1n81iABSPTrgJ,1,,,3,5,2,7,7,7,2,1,7,1
R_tVRxYS4TYs2xzAl,1,23,0,6,1,1,7,7,7,2,5,7,1
R_u87FIVlx8we8RLr,1,49,0,6,4,3,7,7,7,2,3,7,1
R_u9XZ0n2eCAMxE3v,0,25,0,5,4,5,5,7,2,2,0,4.666666667,1
R_uaHgiSTZqFjiRgZ,1,27,1,6,4,1,7,7,7,2,5,7,1
R_ufUGjOh5GVu83g5,1,45,1,4,4,1,7,7,6,2,3,6.666666667,1
R_upIeNU0RbwoNWq5,0,27,1,5,5,2,6,6,7,2,3,6.333333333,1
R_uqDtvjZTccPf3b3,1,24,1,5,4,5,4,6,5,2,0,5,1
R_USlMpSSvQbopMo9,1,22,1,5,1,4,3,4,4,2,1,3.666666667,1
R_UsU7NYwzVRP09wZ,1,62,1,6,5,3,7,7,7,2,3,7,1
R_UVAOuwQaKUVt1OF,0,35,0,2,5,1,7,7,7,2,1,7,1
R_UXaYRgt5fI6q0Wl,0,29,0,6,4,6,4,6,5,2,0,5,0
R_UXge1fCrOzrz5BL,0,37,1,5,5,3,7,4,5,2,2,5.333333333,1
R_UyWUMRUFpWRCl21,1,32,0,4,2,3,5,5,5,2,1,5,1
R_V3kAz6xlsjKVPuF,1,22,0,4,2,3,5,7,4,2,1,5.333333333,1
R_vNOqkJ2cgYnBhe1,0,43,1,6,4,1,7,5,7,2,5,6.333333333,1
R_vrdqwpj2SbR92OB,0,35,0,6,4,5,7,7,7,2,1,7,0
R_VRzcBZbraa5KTRv,0,43,0,5,4,2,6,6,6,2,3,6,1
R_vTXNT5oUBPdg8cV,0,30,1,5,5,5,4,5,6,2,0,5,0
R_vulN0ZLg41uV0el,1,33,0,4,4,5,6,5,6,2,-1,5.666666667,0
R_w0Lo1b3MwoT3yvf,0,30,1,1,5,1,1,1,1,2,0,1,0
R_W7OGu3zIr80WOA1,0,33,1,3,5,3,7,5,7,2,0,6.333333333,1
R_WAqPIrTuMl88E0N,0,40,0,3,3,3,5,6,5,6,0,5.333333333,0
R_WBF015UPzPugaFr,0,,,5,5,4,6,7,6,7,1,6.333333333,0
R_WdLrra9dcbz9Rvj,1,45,1,6,2,1,5,4,4,2,5,4.333333333,1
R_Wl2rXgMkyqk1MOt,0,31,0,6,5,2,7,7,7,2,4,7,1
R_wLXDZWZZqbEL5vP,0,45,1,5,5,2,7,6,7,2,3,6.666666667,1
R_wNP9EjcEnY5dg4h,1,57,1,4,5,1,7,7,7,2,3,7,1
R_wNwAa6UmPgZhzAB,0,41,0,5,5,1,6,7,6,2,4,6.333333333,1
R_WogqB2WFKku2Ty9,0,45,1,5,5,4,4,7,6,2,1,5.666666667,0
R_WwENwGPv1AtMdDX,1,42,0,6,4,1,7,7,7,2,5,7,1
R_wXcmr2ZL3zPsBzP,1,51,0,4,2,1,1,1,1,2,3,1,1
R_wY34iGKEIz39jvr,0,32,0,3,4,1,6,6,5,2,2,5.666666667,1
R_xacG9EY3nwBirct,1,39,1,6,5,4,7,7,7,2,2,7,1
R_xDvq3DgKDeUgi0F,0,40,0,6,5,6,5,6,5,2,0,5.333333333,0
R_xgUOGWAZBBa4Ilb,0,35,1,5,5,2,7,7,7,2,3,7,1
R_Xk9AqepWU7gAyRj,0,30,0,3,4,3,1,1,1,2,0,1,1
R_XMOCFalBXxDZLoZ,0,33,1,5,1,6,7,7,7,2,-1,7,1
R_XvSZa0VjY4kFLUJ,0,42,0,3,4,4,6,5,6,2,-1,5.666666667,0
R_XXnpCrD2s7v0Vix,1,29,0,4,5,3,5,6,6,2,1,5.666666667,0
R_XzVgoK7ewxTEXip,0,33,0,5,5,5,6,5,7,2,0,6,0
R_yryCpLTC0s5SNDr,0,77,1,6,2,2,6,3,5,2,4,4.666666667,1
R_YWxV0uq0QSRjqFz,1,34,0,3,3,4,5,4,3,2,-1,4,1
R_YXJbMd1LD67qwEx,0,47,0,5,2,4,7,4,6,2,1,5.666666667,1
R_yz46TQuB8RZR9Ch,1,53,1,6,4,1,7,7,7,2,5,7,1
R_Z1Ck1g1So2QdLl7,0,30,1,2,2,2,6,6,5,2,0,5.666666667,1
R_ZDyg75OYVDoVv3z,0,40,0,5,4,1,6,7,6,2,4,6.333333333,0
R_zVdTTY3g7inZroJ,0,57,1,6,5,5,7,7,6,2,1,6.666666667,1
R_ZxvYK9bKGHaR5hD,1,31,0,6,3,5,6,5,7,2,1,6,1
